headlines,text
Corbett attacks 'dumbed-down TV',"Speaking to the Radio Times, the Two Ronnies star said there is too much bad language and reality TV.Corbett said he and Barker were always mindful of their family audience while making The Two Ronnies.Corbett, soon to reunite with Ronnie Barker for a new Two Ronnies series, also criticised quiz shows like the BBC's They Think It's All Over.Corbett is the latest comedy star to bemoan the ""dumbing down"" of modern TV programmes.said the 74-year-old comedian.Ronnie Corbett has joined fellow comedy stars Victoria Wood and David Jason in attacking the declining standards of British television programmes.""Our material was good-natured,"" he said.Corbett goes on to criticise ""reality programmes where they put people in a house for a fortnight and film them doing everything"".Its bespectacled stars will return later this year in The Two Ronnies Sketchbook, which will combine classic sketches with newly recorded material.""We've got to be careful not to dumb down for the audience,"" he said"
Smith loses US box office crown,"After topping the chart for two consecutive weeks, Smith's romantic comedy Hitch dropped to second place with takings of $21m (£10.9m).New comedy Diary of a Mad Black Woman has ended Will Smith's reign at the top of the North American box office.Based on a play by Tyler Perry, who also stars as a gun-toting grandmother, the film took $22.7m (£11.8m) in its first three days of release.Perry, 34, is one of America's best-known black playwrights but is a newcomer to film.The low-budget feature Diary of a Mad Black Woman stars Kimberly Elise as a woman thrown out on the streets by her philandering husband.Keanu Reeves' supernatural thriller Constantine dropped a place to three"
BBC to pour £9m into new comedy,"The BBC is to invest £9m in developing new comedy and entertainment programmes outside London.Ms Bennett said the new roles would benefit those making programmes within the BBC as well as those making shows for the channel independently.A number of new roles are being created in each department, including a head of comedy commissioning based in Glasgow.The new person will be in charge of the £9m budget and their role will be to develop shows outside the capital, both within the BBC and with independent production companies.Jane Lush, controller of entertainment commissioning, said, ""Entertainment and comedy are incredibly important to our audiences; I'm confident these changes will help us get the very best programmes on screen."
How the Academy Awards flourished,"The first film to win was Wings, which starred Clara Bow in the only silent movie to win the big award.The Academy was set up in 1927 as a non-profit organisation with 36 members from different film disciplines.Writer Dudley Nichols refused his Academy Award in 1935 for his screenplay for The Insider because the Writers' Guild was striking at the time.The first televised ceremony was in 1953, with Bob Hope as the MC.Opal was murdered in 1979.The first time it is thought to have been used in print was when columnist Sidney Skolsky used it to describe Katherine Hepburn's first best actress win in 1934.In support of the war effort, the Academy handed out plaster Oscar statuettes during WWII.For the first 10 years or so, the winners list was handed to the newspapers so they could publish them at 11pm, but in 1940 the winners were published in the Los Angeles Times at 8.45pm meaning guests entering the ceremony knew already knew the results.Douglas Fairbanks Sr was the first president and oversaw the first awards.HOW IT ALL STARTED The first Academy Awards were handed out in 1929 at a comparatively low-key dinner held at the Hollywood Roosevelt Hotel - just over the road from their modern day home.She was later revealed to be Native American actress Maria Cruz.Some of the criteria for admittance includes: film credits that reflect the high standards of the Academy, receipt of an Academy Award nomination, achievement of unique distinction, earning of special merit, or making an outstanding contribution to film.After the war, winners exchanged the plaster awards for the real thing.Capra vowed he would never to go the awards again but went the following year to collect his award for It Happened One Night.The ceremony was muted with the glitz turned down and many female stars opting for demure dark dresses.CONTROVERSIES AND OTHER GAFFES Three people have refused Oscars, including actor George C Scott who said the whole thing was ""demeaning"".The death of Martin Luther King saw it postponed for two days in 1968 as a mark of respect and there was a 24-hour delay following the assassination attempt on President Ronald Reagan.Winners were unaffected as a new batch was rushed out.The trophy was designed by MGM art director Cedric Gibbons.As a result the sealed envelope system was introduced, leading to the secrecy and suspense-filled night that happens today.One popular story is that Academy librarian Margaret Herrick said the statue looked like her uncle Oscar"
Hoffman hits out over modern film,"Hoffman also said he stopped working a few years ago and moved into directing and writing.The 67-year-old also said he stopped working a few years ago because he lost his ""spark"" for acting.The star of Rain Man and Tootsie said the film culture was ""in the craphouse"" at a press conference on Tuesday.Hoffman is in the UK to publicise his new comedy, Meet the Fockers, which also stars Robert De Niro, Barbra Streisand and Ben Stiller.Recently, Hoffmann has returned to film, with roles in I Heart Huckabees, Finding Neverland and now Meet the Fockers, which is the sequel to Meet the Parents.""You can tell how much money the film is going to make by how it does on the first weekend.He said: ""I just lost that spark I always had.Hollywood legend Dustin Hoffman has hit out at the quality of current films and theatre productions"
Johnny Depp: The acting outlaw,"He played a much more serious, sensitive role in his next major film, Donnie Brasco, where he portrayed an undercover cop infiltrating a mafia ring.But it was TV that first made Depp a star.Johnny Depp, whose latest role was Peter Pan creator JM Barrie in Finding Neverland, is celebrated as one of Hollywood's most maverick talents.In 1984 he started his film career playing a doomed teenager in horror film Nightmare On Elm Street.The theme of children's literature in Depp's career - and his long association with Tim Burton - are set to continue in his next role, playing Willy Wonka in a remake of Roald Dahl's classic Charlie and the Chocolate Factory.Another role under Burton, Ed Wood, starred Depp as the crazed cult film-maker Wood, in 1994.Depp has become an unlikely major star, given his preference for taking dark and idiosyncratic roles instead of surefire box office hits.Two years later he played a soldier in Oliver Stone's Vietnam epic Platoon.His latest role in Finding Neverland explored JM Barrie's relationship with Sylvia (Kate Winslet) and her children.He has had a long-running working relationship with the equally unconventional director Tim Burton"
Patti Smith to host arts festival,"Rock star Patti Smith has been made artistic director of this year's Meltdown festival, to be held at London's South Bank Centre in June.Last year's Meltdown festival, directed by the ex-Smiths star Morrissey, included appearances by singer Jane Birkin, Nancy Sinatra and playwright Alan Bennett.""It is important we explore the new, but we should also salute the best art there is, aesthetically and spiritually,"" she said.He also persuaded punk band The New York Dolls to reform for a reunion show"
Roxy Music on Isle of Wight bill,"Morrissey will also play on Saturday at the festival, while Supergrass and Idlewild have been confirmed for the Friday.Roxy Music will appear at June's Isle of Wight music festival, along with Morrissey, Supergrass and Idlewild.Original band members Bryan Ferry, Phil Manzerana, Andy Mackay and Paul Thompson will take to the stage on the Saturday night of the festival.Roxy Music were formed in 1971 by Ferry, Mackay and Brian Eno, with Manzanera joining the following year"
Music mogul Fuller sells company,"The deal sees Mr Fuller receive £64.5m in cash and about 1.9 million shares in Sports Entertainment.Pop Idol supremo Simon Fuller has sold his 19 Entertainment company to an US entrepreneur in a $156m (£81.5m) deal.Mr Fuller has signed a long-term agreement with the company which will see him continue to expand and develop entertainment brands.Mr Fuller was the creative drive behind Pop Idol and its US offspring American Idol.Mr Sillerman's deal to buy the Presley estate sees him control the operation of Graceland, as well as money from the late star's music and films.Mr Fuller has been appointed to the CFX board and will plan and implement the company's creative strategy.The company was set up 15 years ago by Mr Fuller, taking the name from his first successful single - 19 by Paul Hardcastle"
Johnny Cash manager Holiff dies,"Mr Holiff, who was also a concert promoter, managed Cash's career between 1960 and 1973, quitting when he thought the singer's career had peaked.The Canadian music manager, who also managed Tommy Hunter and the Statler Brothers, had been in declining health, according to his family.The former manager of Johnny Cash, Saul Israel Holiff, has died at the age of 79, his family said.An entrepreneur from an early age, Mr Holiff served as a rear air gunner in the Royal Canadian Air Force during World War II, afterwards setting up a drive-in restaurant"
UK 'world's biggest music buyer',"The growth in the DVD market and a sharp increase in sales of digital music ensured a strong market in the US.But global sales of recorded music were flat in 2004, with growing sales in DVD music videos offset by online and physical piracy in major markets.The UK music industry recorded an overall 3% increase in volume sales, mostly due to its robust albums market.However, world music sales declined by 1.3% to $33.6 billion (£17.7 billion).Overall sales were driven by new UK-signed artists such as Keane, Katie Melua and Scissor Sisters, whose debut album sold almost 1.6 million copies in the UK.Around 26,000 albums are released in the UK each year, making Britain second only to the US in terms of the number of releases.""A slew of great new British artists have met UK music fans' demand for great music,"" said BPI chairman Peter Jameson.The UK CD albums market grew by 4.5% in 2004 with a record 174.6 million units sold"
Pixies take on Reading and Leeds,"The Pixies will headline the first day of Reading, while Foo Fighters will play on Sunday and Iron Maiden will close the event.Pixies, Foo Fighters and Iron Maiden will headline this summer's Leeds and Reading festivals.At Leeds, Iron Maiden will headline the first day of the festival on the Friday, Pixies will follow on Saturday and the Foo Fighters will close the event on Sunday.They are the Pixies' and Iron Maiden's only UK festival gigs, while Foo Fighters are also at T In The Park.It will the first time the veteran British metal band have played Reading in 23 years.""We are all very excited to be going back to Reading and intend to have a fantastic time,"" said Iron Maiden's Bruce Dickinson"
Vera Drake leads UK Oscar hopes,"Kate Winslet was also nominated in the best actress category for her role in Eternal Sunshine of the Spotless Mind.To be nominated for a film that was released a while ago, I feel so honoured and overwhelmed,"" she said.""It was an extraordinary time making the film and I can't believe what has happened this morning,"" she said.Imelda Staunton was nominated for best actress for her role in the abortion drama, while Leigh received nods for best director and original screenplay.Winslet said she was ""ecstatic"" about the fourth nomination of her career.Cinematographer John Mathieson, who was nominated for Gladiator in 2001, is also up for The Phantom of the Opera.It is also a debut nomination for Staunton, 49, who told BBC News 24 she had not thought the film would appeal to Academy voters.The UK has two contenders in the best live action short film category.John Woodward, chief executive of the UK Film Council, said it was ""extremely heartening"" to see British filmmaking talent recognised on the global stage.Owen has already been made bookmakers' favourite for best supporting actor for the role in Closer that has already clinched him a Golden Globe award.""Britain has a hugely talented industry and these nominations show why National Lottery investment in film pays major dividends for our culture and economy."
Moreno debut makes Oscar mark,"Catalina Sandino Moreno has joined a rare group of actresses who have been nominated for an Oscar for starring in a foreign language film.Sandino Moreno is now being regarded as one of the most promising actresses around at the moment.The Colombian-born actress was the final hope for director Joshua Marston, who scoured the US and Colombia for a lead for Maria Full of Grace.And at the 2004 Berlin Film Festival the jury could not choose between her and Charlize Theron's Oscar winning performance in Monster so gave them a tied award"
Bening makes awards breakthrough,"Film actress Annette Bening is up for an Oscar for her starring role in the award-winning film Being Julia.Bening was the first choice to play the female lead in American Beauty, director Sam Mendes' film debut which was a critical and commercial success - but the actress had to be content with a Bafta award for her strong performance.Bugsy was the start of a very significant liaison for Bening - she married Beatty, with whom she had a child as the couple promoted the film in Europe.Bening played Virginia Hill, another role which won her high critical acclaim, but the film only picked up two of a staggering 12 Oscar nominations.But current film Being Julia has made Bening an award-winning actress rather than the perennial nominee, with success at the Golden Globes.But it was her role opposite Warren Beatty in 1991 gangster flick Bugsy which had the greatest impact.The witty tale of revenge and love set in 1930s London sees the eponymous theatrical diva - played by Bening - grow tired of her success and fall for a young American - and could be the role which finally wins her the coveted Academy Award.One of the biggest Oscars buzzes in recent years was for Bening's role as troubled Carolyn Burnham in 1999's American Beauty"
Oscars steer clear of controversy,"While he said the Oscar voting panel were not ""snubbing"" Moore's film, he thought it was unlikely a documentary could ever seriously compete in a best film category.""Hollywood doesn't tend to like foreign-language films - no-one's ever tried doing a film in a dead language,"" he said.But Mr Dams said: ""It's not an inflammatory film.Another 'contentious' film, Mr Dams said, has gained a nomination in the best documentary section through the force of its charm.""They tend to go for films like Titanic, Gladiator, and the Lord of the Rings, films with scale that often aren't too contentious,"" he said.The German film The Downfall, a biopic tracing the final days of Nazi leader Adolf Hitler in his Berlin bunker, has been recognised in the best foreign film category.Mr Dams said: ""It's a political film, but it's quite fun and punky and well-paced.The film has been a hit around the world.The problem with Mel Gibson's film, he believed, was that the voting panel may have been cautious in nominating a film with dialogue in Aramaic, an ancient Middle Eastern language.It has done very well in Germany, and it's a film that portrays Hitler as a human rather than some kind of devil or monster.""If best film nominees were drawn on the basis of column inches, two of the front-runners would have had to be Michael Moore's Bush-baiting documentary Fahrenheit 9/11 and Mel Gibson's The Passion of the Christ.The Oscars nominations list has left out some of the most controversial films of the past year in favour of safer, less contentious cinema"
Kidman wins photographer battle,"Actress Nicole Kidman has won a restraining order against two paparazzi photographers who she claims left her fearful of leaving her Sydney mansion.Kidman was prompted to take action following a reported high-speed car chase with members of the paparazzi in Sydney last weekend.Magistrate Lee Gilmore, who issued the restraining order at Waverley Local Court in Sydney, said she understood the photographers were entitled to earn a living but there had to be limits to their behaviour.Lawyers for Mr Fawcett and Mr McDonald denied that the pair were involved in the chase.Lawyers for the pair denied allegations they had planted the device.According to local newspaper the Daily Telegraph, the incident involved paparazzi driving through red lights and on the wrong side of the road in pursuit of Kidman's vehicle"
Bookmakers back Aviator for Oscar,"The Aviator has been tipped by UK bookmakers as the favourite to win the best film award at this year's Oscars.Ray star Jamie Foxx is clear favourite in the best actor category while Million Dollar Baby's Hilary Swank is tipped to win the best actress prize.British star Clive Owen is second favourite at William Hill to take the best supporting actor award, for his performance in Closer.Vera Drake star Imelda Staunton has 5/1 odds of winning the best actress Oscar at Bet 365 and William Hill, ahead of fellow UK star Kate Winslet who has odds of 25/1 at William Hill.Meanwhile, Clive Owen's best supporting actor nomination has led a bookmaker to shorten his odds of becoming the next James Bond.William Hill and Ladbrokes have given The Aviator 4/9 and 8/13 odds of winning best film, with Million Dollar Baby in second place at 9/4"
Van Gogh festival film withdrawn,"Murdered director Theo van Gogh's controversial film Submission has been pulled from the Rotterdam Film Festival because of security fears.The festival opens with the French film The 10th District Court, Moments of Trials made by Raymond Depardon.Two of Van Gogh's other films will be shown as planned, including the theatrical world premiere of his last feature 06/05.Festival director Sandra den Hamer said: ""The festival reflects what happens around us and within cinema itself.""It was one of three of his works to be shown as part of a freedom of expression event in tribute to the late film-maker's life.The 10-day Dutch festival begins on Wednesday"
Douglas set for Indian adventure,"Actor Michael Douglas is to co-produce and star in an adventure film about a diamond robbery set in India.Shailendra Singh, the founder of India's Percept Films, said there would be ""a lot of India"" in the movie - and that an Indian train would play a big role.""The train will be a crucial part of the film.Aishwarya Rai, star of Bride and Prejudice, is the ""preferred choice"" of the Indian studio involved in the film.Swashbuckling adventure film Romancing The Stone saw Douglas's female co-star Kathleen Turner win a Golden Globe award for her performance in 1985"
Russian film wins BBC world prize,"Russian drama The Return (Vozvrashchenie) has been named winner of the BBC Four World Cinema Award.The winner of the World Cinema Award last year was the French animated feature Belleville RendezvousDirected by Andrey Zvyagintsev, The Return previously won the 2003 Golden Lion award at the Venice Film Festival.Ross, who is the presenter of BBC One's Film 2005, was also involved in the deliberations.The winner was chosen by a panel which included X Files actress Gillian Anderson, critic Roger Clarke and Touching the Void director Kevin McDonald"
Incredibles win animation awards,"The Incredibles movie has beaten Shrek 2 to the main prizes at Hollywood's animation awards, the Annies.The Incredibles won a total of 10 awards - but Shrek 2, which had seven nominations, went home empty-handed.The Incredibles' awards came despite Shrek 2's greater box office success.SpongeBob SquarePants was named best animated TV show while TV comedy King of the Hill picked up two prizes including one for actress Brittany Murphy's voice work"
Actor Scott is new Bond favourite,"Bookmaker William Hill has stopped taking bets on who will be the next James Bond, following a succession of large wagers on actor Dougray Scott.The actor was originally due to make a fifth appearance as Bond, but was released from his contract in 2004.Mr Adams said one punter had placed a bet of £870 on the 39-year-old actor at odds of 8-1.A large number of bets on actor Colin Salmon to become the first black James Bond were dismissed as a publicity stunt a month ago.The next Bond film, originally due for release in 2005, has been delayed until 2006 due to Sony's takeover of the MGM studio.Others thought to be in the running include Star Wars actor Ewan McGregor and Australian star Hugh Jackman, both of whom have odds of 4-1"
Singer's film to show at festival,"A documentary which takes a candid look at the life of chart-topping singer George Michael will be shown at this year's Berlin Film Festival.It features the singer talking about both his career and his personal life, from his days in Wham!Michael will attend the festival to introduce the screening on 16 February.The film, which includes previously unseen footage of the singer also features contributions from Michael's former Wham!The 93 minute film will see Michael discussing his early days in Wham!Other films in competition will include The Life Aquatic, a quirky comedy starring Bill Murray, and the biopic Kinsey, which features Liam Neeson.A Different Story will screen in the Panorama section of the festival, which runs from 10-20 February"
De Niro film leads US box office,"Film star Robert De Niro has returned to the top of the North American box office with his film Hide and Seek.De Niro recently spent three weeks at the top with comedy Meet The Fockers, which was at number five this week.Oscar best-picture nominee Sideways entered the top ten for the first time in its 15th week of release.Clint Eastwood's Million Dollar Baby led the Oscar hopefuls with $11.8m (£6.3m), coming in at number three during its first weekend of wide release.The Aviator, a film biography of Howard Hughes that leads the Oscar field with 11 nominations, was at number six for the weekend with $7.5m (£4m).Last week's top film, Ice Cube's road-trip comedy Are We There Yet?, slipped to second place with $17m (£9m), while Coach Carter fell two places to number four, taking $8m (£4.25m) in its third week"
Films on war triumph at Sundance,"Why We Fight scooped the grand jury prize for documentaries at the world's leading independent film festival.In the new world cinema drama category, the Angolan film The Hero triumphed to win the grand jury prize.A study of the United States at war in the past 50 years has picked up one of the main awards at the 2005 Sundance Film Festival in Utah, in the US.Twelve films competing in the new world cinema documentary category focused on countries and people under siege.During its 24-year history, the Sundance Film Festival has showcased successes such as Reservoir Dogs, The Blair Witch Project and The Full Monty.British director Sean McAllister's The Liberace of Baghdad - about a pianist in war-torn Iraq - won a special prize in the world documentary category.In the main drama category, Forty Shades of Blue was named winner of the grand jury prize.The Sundance festival was founded by actor Robert Redford in 1981"
Career honour for actor DiCaprio,"""I was very happy that (DiCaprio) came and cared to come up and find out what (Hughes) was really like,"" she said.The star was presented with the award by Martin Scorsese, who directed him in Oscar-nominated movie The Aviator.Veteran actress Jane Russell, who starred in Hughes' 1943 film The Outlaw, said was impressed by DiCaprio's quest for authenticity when he previously discussed the role with her.The achievement award was created to commemorate the California festival's 20th anniversary and coincided with DiCaprio's portrayal of millionaire Howard Hughes in The Aviator.A retrospective of his movies was shown.""It's a lifetime achievement award, which is completely and utterly surreal, given I'm only 30 years old,"" DiCaprio said"
Howl helps boost Japan's cinemas,"The Last Samurai, starring Tom Cruise, was the biggest foreign movie hit in Japan last year, taking 13.8bn yen (£70.7m).Japanese films accounted for 37.5% of Japan's box office total last year, with foreign films taking the remaining 62.5%.The surge was led by animated movie Howl's Moving Castle, which took 20bn yen (£102m) to become the biggest film in Japan in 2004.Japan's box office received a 3.8% boost last year, with ticket sales worth 211bn yen (£1.08bn).Sales of movies on DVD and video amounted to 497bn yen (£2.54bn) for the year"
Keanu Reeves given Hollywood star,"""When I was 15 years old I asked my mom if it was OK to be an actor,"" Reeves said.Actor Keanu Reeves, best known for his role in the Matrix movies, has been awarded a star on the prestigious Hollywood Walk of Fame.""Hollywood was calling,"" he said, ""So I got in my car, a 1969 British racing green Volvo with holes in the floor and bricks holding up the seats.The actor, who was born in the Lebanese capital Beirut, also spoke of how he dropped out of school to pursue an acting career.I was a young man full of hopes and dreams."
De Niro completes box office coup,"In the UK box office chart, Meet the Fockers pushed Closer off the top spot while police action movie Assault On Precinct 13, starring rapper Ja Rule, made £750,000 in its first weekend.Comedy sequel Meet the Fockers, in which he stars with Ben Stiller, Dustin Hoffman and Barbra Streisand, shot to the top of the UK chart at the weekend.At the same time, US audiences were won over by his new thriller Hide and Seek.London Underground thriller Creep was another new entry at six while quirky comedy Sideways, which got five Oscar nominations last week, entered in eighth place.Robert De Niro has completed a transatlantic box office double by topping the UK and US film charts with two different films at the same time"
Day-Lewis set for Berlin honour,"Actor Daniel Day-Lewis is to be presented with an award for his career in film at the Berlin Film Festival.Day-Lewis has competed four times at the Berlin Film Festival, with films In The Name Of The Father (1994), The Crucible (1997), The Boxer (1998) and Martin Scorsese's Gangs Of New York (2003).Japan's oldest film studio will also be honoured along with Day-Lewis.Shochiku film studios, which was founded 110 years ago, will become the first cinematic institution to receive the Berlinale Camera award"
US composer recreates Bach score,"A US musicologist has recreated a lost musical score by German composer Johann Sebastian Bach.Joshua Rifkin - a composer and leading interpreter of Bach - has recreated the missing instrumental parts.The work, written for the wedding of a daughter of a German customs official, was missing for 80 years.""I could not reconstruct what Bach wrote but I could give the people of today an idea of what his music was like,"" he said.The instrumental parts were entirely lost except for two recycled movements, a duet and an aria which had been used elsewhere in Bach's work.""Then I thought of palaeontologists, from one bone they figure the entire dinosaur"
Applegate's Charity show closes,"Applegate, who starred in TV comedy Married With Children, had been hoping to make her Broadway debut in the show.US musical Sweet Charity has cancelled its run on Broadway after poor ticket sales for its early shows.It was first performed on Broadway in 1966 with Gwen Verdon in the title role, while Shirley MacLaine starred in the 1969 film version.Previews of the $7.5m (£4m) show were due to begin on 4 April"
Ray Charles studio becomes museum,"A museum dedicated to the career of the late legendary singer Ray Charles is to open in his former recording studio in Los Angeles.Mr Digney said the recording studio and offices had been used by Charles for many years, and was where he recorded much of his last album, Genius Loves Company.It is hoped the museum will also house an education centre.Following his death, Charles won eight Grammy Awards, including album of the year for Genius Loves Company, a collection of duets"
Britney attacks 'false tabloids',"Pop star Britney Spears has attacked ""false"" and ""desperate"" US tabloid magazines, questioning their honesty after they reported she was pregnant.Spears claimed that other magazines were approached with the pictures but chose to contact her instead.In a letter on her website, the singer named celebrity tabloids Us Weekly, In Touch and Star as the worst offenders.In February, Spears clashed with Us Weekly for publishing pictures of her honeymoon in Fiji without permission.Us magazine was unrepentant about their decision to publish, saying: ""Britney should start her own magazine if she'd like to dictate her own coverage."
Abba queen enters music rich list,"Producer Judy Craymer is the highest new entry in the Sunday Times' music rich list, with a £67m fortune.Former Beatle Sir Paul McCartney is second on the list with £800m - up £40m on last year.Teenage soul singer Joss Stone is a new entry on a list of Britain's young music millionaires with £5m.Joss Stone, the 17-year-old soul singer from Devon, was a new entry in the young music millionaires list.has joined a list of British-based music millionaires.But taking the top spot for a second year is former record label boss Clive Calder, whose wealth has risen to £1.3bn.with playwright Catherine Johnson and members of Abba, is at number 31 on the music rich list.But Pop Idol mogul Simon Fuller has seen his wealth plummet from £220m last year to £75m after selling his entertainment company 19 for less than expected, according to the Sunday Times"
Casino Royale is next Bond movie,"Casino Royale, author Ian Fleming's first James Bond book, is to be the next Bond film, with Goldeneye director Martin Campbell behind the camera.Producers say no decision has yet been made on who will become the seventh actor, including Niven, to play Bond on film.It will be the 21st James Bond film to hit the big screen, and speculation has been rife over who will play the lead.In addition to the 1967 film, it was also adapted for television in 1954 with actor Barry Nelson as an Americanised ""Jimmy"" Bond.Pierce Brosnan led the past four Bond films but said producers axed him after offering him the chance to return.Fleming's book saw the introduction of Bond pitted against a Russian spy in a game of baccarat.Goldeneye was a wonderful movie and helped reinvigorate the Bond franchise.We're thrilled to have him back to direct the newest Bond."
Berlin celebrates European cinema,"Festival director Dieter Kosslick says this strong showing signals ""a new consciousness for European films"".Some 350 films will be screened at this year's festival, with a further 300 shown at the European Film Market that runs alongside it.""It's just that there are more good European films.""Organisers say this year's Berlin Film Festival, which opens on Thursday with period epic Man to Man, will celebrate a revitalised European cinema.But Mr Kosslick says more would be coming had the Academy Awards not been brought forward to 27 February.""This isn't to say there aren't any good American films,"" he continued"
India to deport Bollywood actress,"India has ordered the deportation of Iranian-born model and actress Negar Khan to Norway after saying she was working illegally on her visa.""She was on a visitor's visa but she has engaged in several commercial ventures,"" he said.""We issued notices last year, in view of which she had gone back to Norway, but she has returned again this year to work.""Bipin Bihari, deputy police chief in Bombay, said Khan was being sent back to Norway, from which she holds a passport, on the first available flight.Immigration officials said she had been warned about her visa last year.Khan was involved in controversy when topless photos alleged to be of her appeared in a Norwegian magazine.The distressed actress told media she was being driven straight to the airport after a routine appointment at the Bombay immigration office"
Ray DVD beats box office takings,"Ray has been nominated in six Oscar categories including best film and best actor for Jamie Foxx.Oscar-nominated film biopic Ray has surpassed its US box office takings with a combined tally of $80m (£43m) from DVD and video sales and rentals.Ray director Taylor Hackford, responsible for the classic 1982 film An Officer and a Gentleman, has also received an Oscar nomination in the best director category.In its first week on home entertainment release the film was the number one selling DVD, with the limited edition version coming in at number 11"
Women in film 'are earning less',"The study, which claims to be the most in-depth so far conducted, found 60% of women in the film industry hold degrees, compared with 39% of men.It also found that women in the industry were less likely than men to be married or have dependant children.Only 16% of women earn more than £50,000, compared with 30% of men.Women in the UK film industry earn less than their male counterparts despite being better qualified, according to a study released on Wednesday.UK Film Council chief executive John Woodward said: ""Whilst the UK has benefited hugely from its highly-qualified film production workforce there are still many barriers facing people who want to get in and stay in the industry.""Whilst 17% of men in the industry had no qualifications, this was true for only five per cent of women"
Vera Drake's Bafta triumph hope,"""If Mike Leigh is going to win awards for anything, it should be Vera Drake at this year's Baftas"", said Mr Jolin, adding that the film was probably his most technically accomplished and lavish work yet.Out of all the films in the running for the Baftas, Vera Drake is the true blue British one.""""If there is anywhere where this film is going to win, it will be at the Baftas,"" he said.The Guardian's film critic Peter Bradshaw felt that there ""might well be"" a sweep of awards for Vera Drake on Saturday night.""A best director prize for Mike Leigh and best British film are also likely and it could steal some awards from heavily-nominated competitors The Aviator and Finding Neverland.""Mr Bradshaw felt that Mike Leigh's ""masterpiece"" was entitled to the best film award - leaving Dead Man's Shoes, Harry Potter and the Prisoner of Azkaban, My Summer of Love and Shaun of the Dead to slug it out for the best British film trophy.Mr Jolin tipped another contender - most likely The Aviator - to walk away with the Bafta for best film, and added that Finding Neverland had been lavished with nominations but not trophies.At the Bafta film awards on Saturday night, there is the prospect that a home-grown movie could walk off with a clutch of trophies.The film has spent months being lauded with prizes, from the Venice Film Festival to five awards from the London Critics' Circle on Wednesday night"
